Gloss Variant,Consultant,Session,Scene,Start,End,id,session_scene,session_scene_id,is_corrupt
(1h)STAY,Brady,ASL_2011_07_19_Brady,97,143,172,257,ASL_2011_07_19_Brady-97,898,0
(1h)STAY,Liz,ASL_2008_02_29,44,1945,1970,258,ASL_2008_02_29-44,318,0
(1h)STICKY++,Liz,ASL_2008_02_29,39,320,355,259,ASL_2008_02_29-39,312,0
(1h)SUGGEST,Brady,ASL_2011_07_19_Brady,104,987,1017,260,ASL_2011_07_19_Brady-104,810,0
(1h)SUGGEST,Liz,ASL_2008_02_29,52,2570,2610,261,ASL_2008_02_29-52,327,0
(1h)SUPERIOR,Liz,ASL_2008_01_11,51,460,480,262,ASL_2008_01_11-51,89,0
(1h)TATTLE++,Liz,ASL_2008_03_28,5,2035,2080,263,ASL_2008_03_28-5,373,0
(1h)TATTLE+++,Brady,ASL_2011_07_19_Brady,109,3041,3098,264,ASL_2011_07_19_Brady-109,814,0
(1h)TEND,Brady,ASL_2011_07_19_Brady,112,494,509,265,ASL_2011_07_19_Brady-112,817,0
(1h)THIS-PLACE,Brady,ASL_2011_07_19_Brady,115,2026,2051,266,ASL_2011_07_19_Brady-115,820,0
(1h)THIS-PLACE,Liz,ASL_2008_03_28,11,1510,1545,267,ASL_2008_03_28-11,335,0
(1h)TIRED,Brady,ASL_2011_06_14_Brady,16,6174,6199,268,ASL_2011_06_14_Brady-16,759,0
(1h)VANILLA+,Brady,ASL_2011_07_22_Brady,19,1130,1180,269,ASL_2011_07_22_Brady-19,910,0
(1h)VANILLA+,Liz,ASL_2008_03_28,30,2890,2927,270,ASL_2008_03_28-30,353,0
(1h)WATER-PUMP+,Liz,ASL_2008_02_15,52,935,1027,271,ASL_2008_02_15-52,277,0
(1h)WHALE,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,11,326,375,272,ASL_2010_08_10_Liz_additional_lexicon_signs-11,691,0
(1h)WHALE+,Brady,ASL_2011_07_22_Brady,27,1560,1619,273,ASL_2011_07_22_Brady-27,918,0
(1h)WHEELCHAIR++,Brady,ASL_2011_07_22_Brady,28,1850,1933,274,ASL_2011_07_22_Brady-28,919,0
(1h)WITCH,Brady,ASL_2011_07_22_Brady,31,1965,1984,275,ASL_2011_07_22_Brady-31,922,0
(1h)WITCH,Liz,ASL_2008_03_28,43,1187,1205,276,ASL_2008_03_28-43,367,0
(25)GLORY,Tyler,ASL_2008_05_29a,37,4720,4752,277,ASL_2008_05_29a-37,475,0
(25)GLORY+,Brady,ASL_2011_06_14_Brady,26,6394,6470,278,ASL_2011_06_14_Brady-26,770,0
(25)WANT+NEG,Tyler,ASL_2008_05_29a,2,2022,2050,279,ASL_2008_05_29a-2,457,0
(25)WHY+,Brady,ASL_2011_07_22_Brady,30,327,363,280,ASL_2011_07_22_Brady-30,921,0
(25)WHY+,Liz,ASL_2008_03_28,41,2576,2595,281,ASL_2008_03_28-41,365,0
(25)ns-CALIFORNIA++,Tyler,ASL_2008_05_12a,38,1470,1505,282,ASL_2008_05_12a-38,409,0
(2h)#BACK_2,Brady,ASL_2011_06_08_Brady,15,2294,2319,283,ASL_2011_06_08_Brady-15,724,0
(2h)#BACK_2,Liz,ASL_2008_01_11,28,725,770,284,ASL_2008_01_11-28,63,0
(2h)#PE,Brady,ASL_2011_06_14_Brady,30,3800,3820,285,ASL_2011_06_14_Brady-30,775,0
(2h)BED,Liz,ASL_2008_02_29,34,3605,3645,286,ASL_2008_02_29-34,307,0
(2h)BED,Tyler,ASL_2008_05_12a,23,2325,2342,287,ASL_2008_05_12a-23,393,0
(2h)BED+CUSHION++,Liz,ASL_2008_02_15,1,560,629,288,ASL_2008_02_15-1,231,0
(2h)CANE++,Brady,ASL_2011_06_08_Brady,31,10176,10229,289,ASL_2011_06_08_Brady-31,739,0
(2h)CANE++,Liz,ASL_2008_01_18,9,2225,2305,290,ASL_2008_01_18-9,175,0
(2h)CANE++,Naomi,ASL_2008_08_06,9,3471,3532,291,ASL_2008_08_06-9,639,0
(2h)CANE++,Tyler,ASL_2008_05_12b,9,2805,2870,292,ASL_2008_05_12b-9,445,0
(2h)CAPITAL-LETTER,Naomi,ASL_2008_08_04,41,2105,2127,293,ASL_2008_08_04-41,573,0
(2h)CAT+,Brady,ASL_2011_06_08_Brady,25,21425,21454,294,ASL_2011_06_08_Brady-25,733,0
(2h)CAT+,Brady,ASL_2011_06_08_Brady,25,21684,21713,295,ASL_2011_06_08_Brady-25,733,0
(2h)CAT+,Liz,ASL_2008_03_28,40,3758,3811,296,ASL_2008_03_28-40,364,0
(2h)CAT_2++,Tyler,ASL_2008_05_12a,41,1090,1135,297,ASL_2008_05_12a-41,413,0
(2h)CHRISTMAS,Tyler,ASL_2008_05_12a,46,1555,1590,298,ASL_2008_05_12a-46,418,0
(2h)DELETE,Brady,ASL_2011_06_14_Brady,11,3304,3324,299,ASL_2011_06_14_Brady-11,754,0
(2h)DELETE,Liz,ASL_2008_01_18,30,1291,1310,300,ASL_2008_01_18-30,149,0
(2h)DEVIL/MISCHIEVOUS+,Liz,ASL_2008_02_15,6,1527,1571,301,ASL_2008_02_15-6,278,0
(2h)DEVIL/MISCHIEVOUS+,Tyler,ASL_2008_06_10,16,1050,1073,302,ASL_2008_06_10-16,523,0
(2h)DEVIL/MISCHIEVOUS++,Brady,ASL_2011_07_22_Brady,47,1989,2043,303,ASL_2011_07_22_Brady-47,938,0
(2h)DEVIL/MISCHIEVOUS++,Brady,ASL_2011_07_22_Brady,48,121,185,304,ASL_2011_07_22_Brady-48,939,0
(2h)DEVIL/MISCHIEVOUS++,Tyler,ASL_2008_05_12b,15,4715,4751,305,ASL_2008_05_12b-15,433,0
(2h)DONKEY++,Tyler,ASL_2008_05_29a,1,6251,6298,306,ASL_2008_05_29a-1,446,0
(2h)DRIBBLE++SHOOT-BASKET,Brady,ASL_2011_06_08_Brady,22,24600,24643,307,ASL_2011_06_08_Brady-22,730,0
(2h)EMERGENCY,Tyler,ASL_2008_05_29a,8,470,531,308,ASL_2008_05_29a-8,494,0
(2h)EMERGENCY,Tyler,ASL_2008_05_29a,10,1897,1935,309,ASL_2008_05_29a-10,447,0
(2h)FEEL+,Tyler,ASL_2008_05_29a,13,3722,3755,310,ASL_2008_05_29a-13,450,0
(2h)FURNITURE,Tyler,ASL_2008_05_29a,33,2130,2170,311,ASL_2008_05_29a-33,471,0
(2h)GIVE,Brady,ASL_2011_06_14_Brady,26,1042,1058,312,ASL_2011_06_14_Brady-26,770,0
(2h)GIVE,Liz,ASL_2008_01_18,40,585,606,313,ASL_2008_01_18-40,160,0
(2h)GIVE,Liz,ASL_2008_02_01,5,975,1005,314,ASL_2008_02_01-5,217,0
(2h)GIVE,Naomi,ASL_2008_08_13,5,1138,1168,315,ASL_2008_08_13-5,672,0
(2h)HANG-UP-PHONE,Tyler,ASL_2008_05_29a,45,4772,4810,316,ASL_2008_05_29a-45,484,0
(2h)HILL,Brady,ASL_2011_06_14_Brady,34,2874,2911,317,ASL_2011_06_14_Brady-34,779,0
(2h)HILLS,Brady,ASL_2011_06_14_Brady,34,3112,3168,318,ASL_2011_06_14_Brady-34,779,0
(2h)HORSE+++,Tyler,ASL_2008_05_29a,52,3076,3117,319,ASL_2008_05_29a-52,492,0
"(2h)HORSE++ICL:S""holding moving pole""+",Tyler,ASL_2008_06_10,12,4720,4803,320,ASL_2008_06_10-12,519,0
(2h)HORSE++RIDE-ON++,Tyler,ASL_2008_06_10,12,3387,3454,321,ASL_2008_06_10-12,519,0
(2h)HORSE+RIDE-ON+,Tyler,ASL_2008_05_29a,52,3313,3368,322,ASL_2008_05_29a-52,492,0
(2h)KINDERGARTEN,Brady,ASL_2011_06_14_Brady,45,565,593,323,ASL_2011_06_14_Brady-45,789,0
(2h)KINDERGARTEN,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,11,5216,5275,324,ASL_2010_08_10_Liz_additional_lexicon_signs-11,691,0
(2h)KINDERGARTEN,Tyler,ASL_2008_05_29b,14,1395,1440,325,ASL_2008_05_29b-14,501,0
(2h)LOOK-DOWN,Brady,ASL_2011_06_14_Brady,51,2383,2406,326,ASL_2011_06_14_Brady-51,795,0
(2h)LOOK-DOWN,Liz,ASL_2008_02_01,52,2930,2965,327,ASL_2008_02_01-52,220,0
(2h)LOOK-DOWN,Naomi,ASL_2008_08_13_session2,7,2760,2790,328,ASL_2008_08_13_session2-7,687,0
(2h)LOOK-DOWN,Tyler,ASL_2008_06_10,4,2532,2567,329,ASL_2008_06_10-4,533,0
(2h)LOOK-FORWARD,Brady,ASL_2011_06_14_Brady,51,2840,2887,330,ASL_2011_06_14_Brady-51,795,0
(2h)LOOK-FORWARD+,Liz,ASL_2008_02_01,53,575,626,331,ASL_2008_02_01-53,221,0
(2h)LOOK-FORWARD+,Naomi,ASL_2008_08_13,1,2457,2497,332,ASL_2008_08_13-1,640,0
(2h)LOOK-FORWARD+,Naomi,ASL_2008_08_13_session2,8,320,356,333,ASL_2008_08_13_session2-8,688,0
(2h)LOOK-FORWARD++,Tyler,ASL_2008_06_10,5,537,575,334,ASL_2008_06_10-5,534,0
(2h)LOOK-UP,Brady,ASL_2011_06_14_Brady,51,3616,3630,335,ASL_2011_06_14_Brady-51,795,0
(2h)LOOK-UP,Brady,ASL_2011_07_22_Brady,46,2330,2352,336,ASL_2011_07_22_Brady-46,937,0
(2h)LOOK-UP,Liz,ASL_2008_02_01,53,1570,1610,337,ASL_2008_02_01-53,221,0
(2h)LOOK-UP,Naomi,ASL_2008_08_13_session2,8,1345,1375,338,ASL_2008_08_13_session2-8,688,0
(2h)LOOK-UP,Tyler,ASL_2008_06_10,5,1892,1913,339,ASL_2008_06_10-5,534,0
(2h)LOOK-UP,Tyler,ASL_2008_06_10,5,2185,2212,340,ASL_2008_06_10-5,534,0
(2h)MISCHIEVOUS+,Liz,ASL_2008_02_15,6,1050,1097,341,ASL_2008_02_15-6,278,0
(2h)MISCHIEVOUS++,Brady,ASL_2011_07_19_Brady,3,1801,1843,342,ASL_2011_07_19_Brady-3,836,0
(2h)RAINBOW,Brady,ASL_2011_07_19_Brady,50,1356,1386,343,ASL_2011_07_19_Brady-50,859,0
(2h)SAME+,Brady,ASL_2011_07_19_Brady,83,906,947,344,ASL_2011_07_19_Brady-83,885,0
(2h)SAME+,Liz,ASL_2008_02_29,32,494,566,345,ASL_2008_02_29-32,305,0
(2h)SAME_2,Brady,ASL_2011_07_19_Brady,96,755,804,346,ASL_2011_07_19_Brady-96,897,0
(2h)SAME_2,Brady,ASL_2011_07_22_Brady,54,706,766,347,ASL_2011_07_22_Brady-54,945,0
(2h)SAME_2,Liz,ASL_2008_02_29,43,4176,4240,348,ASL_2008_02_29-43,317,0
"(2h)SCL:F""small circle""",Tyler,ASL_2008_05_29a,51,1275,1310,349,ASL_2008_05_29a-51,491,0
(2h)SHAME,Liz,ASL_2008_01_11,22,1345,1380,350,ASL_2008_01_11-22,57,0
(2h)SHIRT,Brady,ASL_2011_07_19_Brady,80,3882,3915,351,ASL_2011_07_19_Brady-80,882,0
(2h)SHIRT,Liz,ASL_2008_02_29,29,1934,1985,352,ASL_2008_02_29-29,301,0
(2h)THANK-YOU+SUGGEST,Brady,ASL_2011_07_19_Brady,113,3858,3891,353,ASL_2011_07_19_Brady-113,818,0
(2h)THANK-YOU+SUGGEST,Liz,ASL_2008_03_28,9,400,432,354,ASL_2008_03_28-9,377,0
(2h)THING,Brady,ASL_2011_07_19_Brady,114,3449,3478,355,ASL_2011_07_19_Brady-114,819,0
(2h)THING,Liz,ASL_2008_03_28,10,6020,6056,356,ASL_2008_03_28-10,334,0
(2h)THINK+SHOCK,Brady,ASL_2011_07_19_Brady,80,4221,4244,357,ASL_2011_07_19_Brady-80,882,0
(2h)THUMBS-UP/GOOD,Liz,ASL_2008_02_01,9,240,292,358,ASL_2008_02_01-9,230,0
(2h)THUMBS-UP/GOOD,Naomi,ASL_2008_08_13,7,3722,3746,359,ASL_2008_08_13-7,674,0
(2h)alt.ANGRY+,Brady,ASL_2011_06_08_Brady,9,12376,12410,360,ASL_2011_06_08_Brady-9,752,0
(2h)alt.ANGRY+,Brady,ASL_2011_07_19_Brady,50,952,994,361,ASL_2011_07_19_Brady-50,859,0
(2h)alt.ANGRY+,Liz,ASL_2008_01_11,10,380,425,362,ASL_2008_01_11-10,45,0
(2h)alt.ANGRY+,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,8,2326,2380,363,ASL_2010_08_10_Liz_additional_lexicon_signs-8,717,0
(2h)alt.COME,Brady,ASL_2011_06_08_Brady,29,1491,1528,364,ASL_2011_06_08_Brady-29,737,0
(2h)alt.COME,Liz,ASL_2008_01_18,1,185,225,365,ASL_2008_01_18-1,126,0
(2h)alt.COME,Naomi,ASL_2008_08_06,1,470,500,366,ASL_2008_08_06-1,590,0
(2h)alt.CREATE/PRETEND,Tyler,ASL_2008_05_29b,8,1702,1730,367,ASL_2008_05_29b-8,514,0
(2h)alt.CRY,Naomi,ASL_2008_08_06,9,3746,3797,368,ASL_2008_08_06-9,639,0
(2h)alt.CRY+,Liz,ASL_2008_01_18,9,2446,2505,369,ASL_2008_01_18-9,175,0
(2h)alt.DRIP+,Brady,ASL_2011_07_19_Brady,50,1600,1651,370,ASL_2011_07_19_Brady-50,859,0
(2h)alt.DRIP+,Liz,ASL_2008_02_29,5,2526,2567,371,ASL_2008_02_29-5,324,0
(2h)alt.EAT+,Brady,ASL_2011_06_14_Brady,17,576,609,372,ASL_2011_06_14_Brady-17,760,0
(2h)alt.EAT+,Liz,ASL_2008_01_18,40,240,300,373,ASL_2008_01_18-40,160,0
(2h)alt.EAT+,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,7,1497,1556,374,ASL_2010_08_10_Liz_additional_lexicon_signs-7,716,0
(2h)alt.EAT+,Naomi,ASL_2008_08_06,39,2500,2550,375,ASL_2008_08_06-39,622,0
(2h)alt.EAT+,Tyler,ASL_2008_05_29a,19,4660,4712,376,ASL_2008_05_29a-19,456,0
(2h)alt.EAT++,Brady,ASL_2011_06_08_Brady,16,4981,5021,377,ASL_2011_06_08_Brady-16,725,0
(2h)alt.EAT+++,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,24,987,1032,378,ASL_2010_08_10_Liz_additional_lexicon_signs-24,704,0
(2h)alt.EGO,Brady,ASL_2011_06_14_Brady,10,5573,5600,379,ASL_2011_06_14_Brady-10,753,0
(2h)alt.ENGINEERING+AGENT,Tyler,ASL_2008_05_29a,11,3616,3680,380,ASL_2008_05_29a-11,448,0
(2h)alt.FIRE+,Brady,ASL_2011_06_14_Brady,18,6523,6568,381,ASL_2011_06_14_Brady-18,761,0
(2h)alt.FIRE+,Naomi,ASL_2008_08_06,42,995,1062,382,ASL_2008_08_06-42,626,0
(2h)alt.FIRE+,Tyler,ASL_2008_05_12a,36,3231,3275,383,ASL_2008_05_12a-36,407,0
(2h)alt.FIRE+,Tyler,ASL_2008_05_29a,22,2316,2370,384,ASL_2008_05_29a-22,460,0
(2h)alt.FIRE++,Liz,ASL_2008_01_18,42,1545,1622,385,ASL_2008_01_18-42,162,0
(2h)alt.FIRE+PLACE,Brady,ASL_2011_06_14_Brady,18,7191,7235,386,ASL_2011_06_14_Brady-18,761,0
(2h)alt.HAIRCUT++,Brady,ASL_2011_06_08_Brady,16,6793,6826,387,ASL_2011_06_08_Brady-16,725,0
(2h)alt.HAIRCUT++,Brady,ASL_2011_06_14_Brady,53,6004,6036,388,ASL_2011_06_14_Brady-53,797,0
(2h)alt.HAIRCUT++,Tyler,ASL_2008_05_12a,20,3750,3807,389,ASL_2008_05_12a-20,390,0
(2h)alt.HAIRCUT+AGENT,Brady,ASL_2011_06_14_Brady,2,3618,3651,390,ASL_2011_06_14_Brady-2,763,0
(2h)alt.LONG-AGO+,Brady,ASL_2011_06_14_Brady,34,3758,3811,391,ASL_2011_06_14_Brady-34,779,0
(2h)alt.LONG-AGO+,Liz,ASL_2008_02_01,22,2715,2800,392,ASL_2008_02_01-22,188,0
(2h)alt.LONG-AGO+,Naomi,ASL_2008_08_13,18,4617,4670,393,ASL_2008_08_13-18,649,0
(2h)alt.LONG-AGO+,Tyler,ASL_2008_05_12a,11,1280,1332,394,ASL_2008_05_12a-11,380,0
(2h)alt.PULL,Brady,ASL_2011_06_14_Brady,6,6776,6834,395,ASL_2011_06_14_Brady-6,802,0
(2h)alt.USE-SIGN-LANGUAGE+,Brady,ASL_2011_07_19_Brady,82,1900,1950,396,ASL_2011_07_19_Brady-82,884,0
(2h)alt.USE-SIGN-LANGUAGE+,Liz,ASL_2008_02_29,31,2516,2580,397,ASL_2008_02_29-31,304,0
(2h)ns-GOLDEN-ARCHES,Brady,ASL_2011_06_14_Brady,55,3709,3749,398,ASL_2011_06_14_Brady-55,799,0
(3)ACCIDENT,Tyler,ASL_2008_05_12a,4,1705,1725,399,ASL_2008_05_12a-4,411,0
(3)HELICOPTER,Brady,ASL_2011_06_14_Brady,33,3228,3258,400,ASL_2011_06_14_Brady-33,778,0
(3)HELICOPTER,Naomi,ASL_2008_08_13,17,571,596,401,ASL_2008_08_13-17,648,0
(3)INJECT,Brady,ASL_2011_06_14_Brady,40,3950,3963,402,ASL_2011_06_14_Brady-40,784,0
(3)INJECT,Brady,ASL_2011_07_22_Brady,43,2500,2514,403,ASL_2011_07_22_Brady-43,934,0
(3)INJECT,Naomi,ASL_2008_08_13,27,235,270,404,ASL_2008_08_13-27,659,0
(3)INJECT,Tyler,ASL_2008_05_29a,36,2461,2487,405,ASL_2008_05_29a-36,474,0
(3)LISTEN++,Tyler,ASL_2008_06_10,3,1076,1097,406,ASL_2008_06_10-3,532,0
(3)WALK,Brady,ASL_2011_07_22_Brady,22,2423,2493,407,ASL_2011_07_22_Brady-22,913,0
(3)WALK+,Brady,ASL_2011_06_14_Brady,34,2379,2437,408,ASL_2011_06_14_Brady-34,779,0
(3)WALK+,Liz,ASL_2008_03_28,34,2365,2425,409,ASL_2008_03_28-34,357,0
(3)WALK+,Tyler,ASL_2008_05_29a,50,1540,1591,410,ASL_2008_05_29a-50,490,0
(4)STRIPES,Brady,ASL_2011_07_19_Brady,101,1016,1059,411,ASL_2011_07_19_Brady-101,807,0
(4)STRIPES,Liz,ASL_2008_02_29,50,207,280,412,ASL_2008_02_29-50,325,0
(5)ACCIDENT,Dana,ASL_2007_05_24,5,632,660,413,ASL_2007_05_24-5,41,0
(5)ACCIDENT,Lana,ASL_2006_10_10,2,519,562,414,ASL_2006_10_10-2,11,0
(5)ACCIDENT,Liz,ASL_2008_01_11,5,1795,1840,415,ASL_2008_01_11-5,87,0
(5)ACCIDENT,Naomi,ASL_2008_08_04,4,3147,3174,416,ASL_2008_08_04-4,571,0
(5)CRASH,Brady,ASL_2011_06_08_Brady,31,3061,3084,417,ASL_2011_06_08_Brady-31,739,0
(5)CRASH,Liz,ASL_2008_01_18,8,266,297,418,ASL_2008_01_18-8,174,0
(5)CRASH,Naomi,ASL_2008_08_06,7,4397,4430,419,ASL_2008_08_06-7,637,0
(5)CRASH,Tyler,ASL_2008_05_12b,7,3299,3335,420,ASL_2008_05_12b-7,443,0
(5)CRAZY+,Dana,ASL_2007_05_24,10,1493,1564,421,ASL_2007_05_24-10,24,0
(5)FACE+,Brady,ASL_2011_06_14_Brady,51,4310,4351,422,ASL_2011_06_14_Brady-51,795,0
(5)FACE+,Liz,ASL_2008_02_01,53,4165,4225,423,ASL_2008_02_01-53,221,0
(5)FACE+,Naomi,ASL_2008_08_13_session2,8,2665,2725,424,ASL_2008_08_13_session2-8,688,0
(5)FACE+,Tyler,ASL_2008_06_10,5,2645,2687,425,ASL_2008_06_10-5,534,0
(5)FACE+SAME,Tyler,ASL_2008_06_10,5,797,844,426,ASL_2008_06_10-5,534,0
(5)FEET,Tyler,ASL_2008_05_29a,20,1210,1270,427,ASL_2008_05_29a-20,458,0
(5)FOOT,Tyler,ASL_2008_05_29a,26,1645,1686,428,ASL_2008_05_29a-26,464,0
(5)INSPIRE,Tyler,ASL_2008_05_29b,7,1392,1412,429,ASL_2008_05_29b-7,513,0
(5)MAN,Brady,ASL_2011_06_14_Brady,53,6262,6281,430,ASL_2011_06_14_Brady-53,797,0
(5)MAN,Lana,ASL_2006_01_20,22,1737,1781,431,ASL_2006_01_20-22,0,0
(5)MAN,Liz,ASL_2008_02_01,57,1660,1715,432,ASL_2008_02_01-57,225,0
(5)MAN,Tyler,ASL_2008_06_10,9,1026,1065,433,ASL_2008_06_10-9,538,0
(5)MAN,Tyler,ASL_2008_06_10,9,1861,1897,434,ASL_2008_06_10-9,538,0
(5)THROW,Brady,ASL_2011_07_22_Brady,55,3557,3576,435,ASL_2011_07_22_Brady-55,946,0
(5)THROW,Liz,ASL_2008_03_28,16,2450,2480,436,ASL_2008_03_28-16,337,0
(5)WEATHER,Brady,ASL_2011_07_22_Brady,26,781,813,437,ASL_2011_07_22_Brady-26,917,0
(5)WEATHER,Liz,ASL_2008_03_28,37,2905,2935,438,ASL_2008_03_28-37,360,0
(5)WOMAN,Brady,ASL_2011_07_22_Brady,32,889,901,439,ASL_2011_07_22_Brady-32,923,0
(5)WOMAN,Brady,ASL_2011_07_22_Brady,46,912,929,440,ASL_2011_07_22_Brady-46,937,0
(5)WOMAN,Tyler,ASL_2008_05_29b,16,605,635,441,ASL_2008_05_29b-16,503,0
(5-C-L)BRAKE,Brady,ASL_2011_06_08_Brady,23,605,626,442,ASL_2011_06_08_Brady-23,731,0
(5-C-L)BRAKE,Liz,ASL_2008_01_11,54,250,280,443,ASL_2008_01_11-54,92,0
(5-C-L)BRAKE,Naomi,ASL_2008_08_04,34,2255,2273,444,ASL_2008_08_04-34,565,0
(8)LEAD,Tyler,ASL_2008_05_29a,43,1525,1577,445,ASL_2008_05_29a-43,482,0
(8)SKUNK,Liz,ASL_2008_02_29,34,1990,2031,446,ASL_2008_02_29-34,307,0
(A)APPOINTMENT,Liz,ASL_2008_01_11,19,1090,1131,447,ASL_2008_01_11-19,53,0
(A)BEACH,Naomi,ASL_2008_08_04,23,3230,3282,448,ASL_2008_08_04-23,553,0
(A)BLANKET,Brady,ASL_2011_06_08_Brady,21,11809,11847,449,ASL_2011_06_08_Brady-21,729,0
(A)BLANKET,Brady,ASL_2011_06_08_Brady,21,12513,12535,450,ASL_2011_06_08_Brady-21,729,0
(A)BLUSH-BRUSH,Liz,ASL_2008_01_11,57,1455,1540,451,ASL_2008_01_11-57,95,0
(A)CABBAGE,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,29,345,391,452,ASL_2010_08_10_Liz_additional_lexicon_signs-29,709,0
(A)CONFRONT,Naomi,ASL_2008_08_06,3,330,345,453,ASL_2008_08_06-3,612,0
(A)PLACE,Liz,ASL_2008_01_11,20,1915,1970,454,ASL_2008_01_11-20,55,0
(A)PLACE,Naomi,ASL_2008_08_04,14,385,417,455,ASL_2008_08_04-14,543,0
(A)PLACE,Tyler,ASL_2008_05_12a,14,297,332,456,ASL_2008_05_12a-14,383,0
(A)SELF-1p+,Liz,ASL_2008_02_15,14,966,1015,457,ASL_2008_02_15-14,235,0
(A)SELF-1p-pl,Liz,ASL_2008_02_15,28,530,577,458,ASL_2008_02_15-28,250,0
(A)TOOTHPASTE,Brady,ASL_2011_07_22_Brady,8,2375,2414,459,ASL_2011_07_22_Brady-8,950,0
(A)TOOTHPASTE,Liz,ASL_2008_03_28,20,1610,1670,460,ASL_2008_03_28-20,342,0
(A)ns-AFRICA,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,8,1381,1445,461,ASL_2010_08_10_Liz_additional_lexicon_signs-8,717,0
(A)ns-AFRICA,Naomi,ASL_2008_08_04,6,2280,2325,462,ASL_2008_08_04-6,586,0
(A)ns-AFRICA+ns-AMERICA+AGENT,Liz,ASL_2008_01_11,8,2145,2269,463,ASL_2008_01_11-8,120,0
(A)ns-ASIA,Liz,ASL_2008_01_11,22,1590,1650,464,ASL_2008_01_11-22,57,0
(B)BLINDS,Liz,ASL_2008_01_11,46,675,725,465,ASL_2008_01_11-46,83,0
(B)HOSPITAL_2,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,11,4470,4550,466,ASL_2010_08_10_Liz_additional_lexicon_signs-11,691,0
(B)SPECIALTY,Brady,ASL_2011_07_19_Brady,44,584,609,467,ASL_2011_07_19_Brady-44,852,0
(B-L)NAPKIN+,Liz,ASL_2008_02_15,15,322,377,468,ASL_2008_02_15-15,236,0
(B-L)PRAY+,Brady,ASL_2011_07_19_Brady,40,1446,1478,469,ASL_2011_07_19_Brady-40,848,0
(B-L)PRAY+,Liz,ASL_2008_02_15,46,801,852,470,ASL_2008_02_15-46,270,0
(B-L)WASH-FACE+,Brady,ASL_2011_07_22_Brady,24,138,183,471,ASL_2011_07_22_Brady-24,915,0
(B-L)WASH-FACE+,Liz,ASL_2008_03_28,35,2571,2622,472,ASL_2008_03_28-35,358,0
(B-L)WASH-HANDS+,Liz,ASL_2008_03_28,35,3052,3092,473,ASL_2008_03_28-35,358,0
(C)BELONG,Liz,ASL_2008_01_11,39,1315,1350,474,ASL_2008_01_11-39,75,0
(C)VOMIT,Brady,ASL_2011_07_22_Brady,21,2587,2607,475,ASL_2011_07_22_Brady-21,912,0
(D)ART/DESIGN,Liz,ASL_2008_01_18,15,1302,1336,476,ASL_2008_01_18-15,132,0
(D)ART/DESIGN,Naomi,ASL_2008_08_06,15,1381,1411,477,ASL_2008_08_06-15,596,0
(D)ART/DESIGN,Tyler,ASL_2008_05_12b,15,1110,1146,478,ASL_2008_05_12b-15,433,0
(D)DAY,Brady,ASL_2011_06_08_Brady,32,8367,8384,479,ASL_2011_06_08_Brady-32,740,0
(D)DAY,Liz,ASL_2008_01_18,12,2125,2160,480,ASL_2008_01_18-12,129,0
(D)DEPRESS,Liz,ASL_2008_01_18,15,885,912,481,ASL_2008_01_18-15,132,0
(D)DEPRESS,Naomi,ASL_2008_08_06,15,492,535,482,ASL_2008_08_06-15,596,0
(D)DEPRESS,Tyler,ASL_2008_05_12b,15,562,595,483,ASL_2008_05_12b-15,433,0
(D)DEVELOP,Liz,ASL_2008_01_18,16,1240,1260,484,ASL_2008_01_18-16,133,0
(D)DEVELOP,Tyler,ASL_2008_05_12b,15,4280,4320,485,ASL_2008_05_12b-15,433,0
(D)DINOSAUR,Brady,ASL_2011_06_08_Brady,34,6712,6734,486,ASL_2011_06_08_Brady-34,742,0
(D)DINOSAUR,Brady,ASL_2011_06_14_Brady,10,475,503,487,ASL_2011_06_14_Brady-10,753,0
(D)DOCTOR+,Liz,ASL_2008_01_18,21,655,697,488,ASL_2008_01_18-21,139,0
(D)DOCTOR+,Naomi,ASL_2008_08_06,21,1270,1295,489,ASL_2008_08_06-21,603,0
(E)E-MAIL,Brady,ASL_2011_06_14_Brady,9,2855,2871,490,ASL_2011_06_14_Brady-9,805,0
(E)E-MAIL,Liz,ASL_2008_01_18,26,2426,2455,491,ASL_2008_01_18-26,144,0
(E)ELECTRIC,Dana,ASL_2007_05_24,7,1705,1761,492,ASL_2007_05_24-7,42,0
(F)BADGE,Liz,ASL_2008_01_11,29,2080,2126,493,ASL_2008_01_11-29,64,0
(F)BADGE,Naomi,ASL_2008_08_04,19,1782,1820,494,ASL_2008_08_04-19,548,0
(F)EXACT,Liz,ASL_2008_02_15,35,2220,2277,495,ASL_2008_02_15-35,258,0
(F)FUTURE,Tyler,ASL_2008_05_29a,33,2860,2905,496,ASL_2008_05_29a-33,471,0
(F)NECKLACE,Tyler,ASL_2008_05_29b,11,1462,1500,497,ASL_2008_05_29b-11,498,0
(F)SUNRISE,Brady,ASL_2011_07_19_Brady,104,2185,2219,498,ASL_2011_07_19_Brady-104,810,0
